entity_id,true_label,predicted,confidence,"prob__Alanine, aspartate and glutamate metabolism",prob__Amino sugar and nucleotide sugar metabolism,prob__Arachidonic acid metabolism,prob__Arginine and proline metabolism,prob__Arginine biosynthesis,prob__Ascorbate and aldarate metabolism,prob__Biosynthesis of unsaturated fatty acids,prob__Biotin metabolism,prob__Butanoate metabolism,prob__Caffeine metabolism,prob__Citrate cycle (TCA cycle),prob__Cysteine and methionine metabolism,prob__D-Amino acid metabolism,prob__Drug metabolism - cytochrome P450,prob__Drug metabolism - other enzymes,prob__Ether lipid metabolism,prob__Fatty acid biosynthesis,prob__Fatty acid degradation,prob__Folate biosynthesis,prob__Fructose and mannose metabolism,prob__Galactose metabolism,prob__Glutathione metabolism,prob__Glycerolipid metabolism,prob__Glycerophospholipid metabolism,"prob__Glycine, serine and threonine metabolism",prob__Glycolysis or Gluconeogenesis,prob__Glyoxylate and dicarboxylate metabolism,prob__Histidine metabolism,prob__Linoleic acid metabolism,prob__Lysine degradation,prob__Nicotinate and nicotinamide metabolism,prob__One carbon pool by folate,prob__Pantothenate and CoA biosynthesis,prob__Pentose and glucuronate interconversions,prob__Pentose phosphate pathway,prob__Phenylalanine metabolism,"prob__Phenylalanine, tyrosine and tryptophan biosynthesis",prob__Porphyrin metabolism,prob__Primary bile acid biosynthesis,prob__Propanoate metabolism,prob__Purine metabolism,prob__Pyrimidine metabolism,prob__Pyruvate metabolism,prob__Retinol metabolism,prob__Riboflavin metabolism,prob__Sphingolipid metabolism,prob__Starch and sucrose metabolism,prob__Steroid biosynthesis,prob__Steroid hormone biosynthesis,prob__Tryptophan metabolism,prob__Tyrosine metabolism,prob__Ubiquinone and other terpenoid-quinone biosynthesis,"prob__Valine, leucine and isoleucine biosynthesis","prob__Valine, leucine and isoleucine degradation",prob__Vitamin B6 metabolism
IK_WHBMMWSBFZVSSR-UHFFFAOYSA-N,"Valine, leucine and isoleucine biosynthesis",Caffeine metabolism,0.3304975,0.010217749,0.016027382,0.25572026,0.00015556569,7.65861e-05,0.0010025955,0.0117625445,0.000310533,2.9649935e-05,0.3304975,0.0001127308,0.06405697,4.7738187e-05,2.3442742e-06,0.027365519,0.0001554672,0.00044475056,5.258369e-06,0.000102789796,4.2033767e-05,0.0034032455,3.6011865e-05,8.894111e-07,0.0006320915,0.0027181562,4.9292086e-09,0.0002977764,0.0032293298,9.98739e-06,0.0011732959,0.0028612758,0.075706586,0.004709838,0.011483148,3.5663154e-05,2.580099e-06,8.7242387e-07,2.1197697e-07,7.3955835e-07,0.0059669353,0.12474083,9.7997464e-08,0.0019246336,1.6034237e-07,2.594996e-08,0.0011720165,0.0004970473,1.2215573e-07,4.5728942e-07,1.7533348e-05,2.675914e-07,9.156413e-07,0.03792077,0.00040585935,0.0029146504
IK_WJHRAVIQWFQMKF-UHFFFAOYSA-N,Glycerophospholipid metabolism,Ascorbate and aldarate metabolism,0.0714354,0.006685235,0.018143035,0.013906318,0.0016431673,0.003805207,0.0714354,0.002235992,0.014568474,0.02180112,0.004975611,0.011319334,0.0049366634,0.004526404,0.038538866,0.00814488,0.025512392,0.0026486781,0.023952467,0.030164577,0.021215878,0.039761323,0.050069936,0.006539444,0.018691147,0.0052740085,0.010441658,0.013147691,0.008896258,0.030804463,0.0046027536,0.013064658,0.023341162,0.012923443,0.0069084326,0.033174988,0.010547157,0.0034194777,0.028612407,0.03997261,0.013398986,0.012603489,0.016027052,0.019109447,0.044142157,0.01714709,0.021969354,0.026149064,0.044189684,0.011516852,0.008121877,0.004579864,0.003771877,0.0012098829,0.0066540693,0.05905656
IK_WPMWEFXCIYCJSA-UHFFFAOYSA-N,Steroid hormone biosynthesis,Glycerophospholipid metabolism,0.98849994,0.00051830895,1.2808097e-09,1.090619e-06,6.868727e-07,9.995429e-10,6.1089975e-07,4.2863863e-07,3.002585e-07,6.4448704e-15,2.1940016e-09,7.5614554e-10,7.97338e-11,2.3018168e-13,9.914945e-09,1.5508081e-10,1.8718471e-06,7.509535e-08,4.292803e-06,1.5660076e-08,2.3425417e-10,8.513716e-09,1.8150852e-10,2.5586585e-15,0.98849994,0.0010155267,2.2087046e-10,1.861479e-12,7.2280945e-11,0.0017917318,2.2224428e-10,0.0009942339,2.0957346e-05,0.0054345853,3.2250394e-12,6.405138e-12,3.225267e-12,1.1828637e-10,3.5495353e-11,1.5841727e-06,3.4348688e-13,0.00027086277,1.0794008e-11,6.542278e-12,9.678017e-11,4.2640978e-12,0.0014016808,7.011173e-12,3.0555547e-09,2.8725424e-05,1.8886162e-08,1.2284288e-05,1.2547645e-10,4.133432e-09,6.191878e-14,6.566469e-08
IK_WTDRDQBEARUVNC-LURJTMIESA-N,Tyrosine metabolism,Tyrosine metabolism,0.7037648,0.0013298214,1.6211612e-07,1.32718615e-05,0.023836488,0.053683475,8.465085e-05,1.4856128e-05,3.0066175e-07,2.5948455e-06,1.4523441e-06,0.002568035,8.66114e-06,0.0021094186,0.0011322573,1.3568212e-08,7.452245e-07,0.0014863086,7.120907e-06,1.338477e-07,6.9461187e-10,6.015248e-08,0.00014065894,0.004530271,0.0053774323,0.00042426784,2.4103605e-10,1.2062566e-05,2.522422e-05,0.0032535405,0.00041245815,0.00011610025,0.0016414135,3.304817e-05,2.9767716e-05,7.5665653e-06,0.0056649535,0.021953724,5.02657e-08,0.00018624368,7.763792e-07,3.713715e-05,0.0013111775,1.5379449e-06,3.8694475e-06,7.147648e-11,5.276124e-05,1.8159903e-07,2.7971515e-07,0.0031737776,0.10744251,0.7037648,0.053966697,0.0001252878,2.6192341e-05,4.5522065e-06
IK_WWEKVOUOQUHVHS-UHFFFAOYSA-N,Glycerophospholipid metabolism,Primary bile acid biosynthesis,0.12344928,0.0015777887,0.0024578427,0.0029941841,0.0010159581,0.003608164,0.034266498,0.0007838701,0.0024521884,0.02476657,0.00080400635,0.022735538,0.00090817164,0.0052808877,0.05308935,0.0006303185,0.0033045397,0.0051298356,0.010043977,0.0069282474,0.0011255271,0.006667215,0.03808545,0.026754817,0.027494606,0.0029251487,0.0009391158,0.015705034,0.0072983266,0.040347114,0.002176051,0.0019450287,0.008224754,0.0023509113,0.002452528,0.030372875,0.02209937,0.061504804,0.014464595,0.12344928,0.004962354,0.0021766736,0.07537639,0.006005935,0.048519358,0.001040221,0.022129262,0.00792521,0.00787537,0.12235637,0.03895393,0.016413974,0.009420949,0.0005647383,0.0034890813,0.013629605
IK_WWUZIQQURGPMPG-KRWOKUGFSA-N,Sphingolipid metabolism,Sphingolipid metabolism,0.8233872,0.00017552379,3.2150723e-08,0.00078099006,2.50304e-09,1.6286839e-10,1.2418743e-06,0.0006969384,1.7406326e-07,2.5704303e-13,4.803161e-08,4.5783696e-11,2.3491908e-10,1.7080387e-13,2.4859308e-09,2.3883139e-08,1.8728205e-06,2.6005e-05,0.00012920682,3.9637513e-08,5.8617746e-09,5.289086e-07,2.6274913e-08,2.1375622e-15,0.16744933,0.0007511442,2.4210453e-10,8.8334416e-11,6.8153656e-11,0.00014904568,2.3619146e-10,2.3900036e-05,0.00421374,0.00043922855,3.5948736e-10,3.0185198e-11,1.5997608e-11,2.012667e-11,2.1058814e-10,1.0498821e-06,2.0718727e-10,0.0015577405,1.467631e-11,1.7931727e-10,5.1099525e-09,2.1657781e-10,0.8233872,9.581923e-10,1.7944585e-07,3.1210357e-06,5.3175097e-07,2.1565089e-07,3.32079e-11,2.4299766e-08,5.4550066e-13,0.00021084459
IK_XBDQKXXYIPTUBI-UHFFFAOYSA-N,"Alanine, aspartate and glutamate metabolism",Cysteine and methionine metabolism,0.44622415,0.052904774,2.3343788e-05,0.00019324444,0.00036554536,0.00020975835,7.6347476e-07,1.1349912e-05,4.977253e-07,2.0044734e-08,0.011700598,2.6660153e-05,0.44622415,0.00025235696,7.944072e-12,9.9429135e-06,1.4765063e-09,3.346416e-06,5.0661085e-14,5.0715226e-10,7.4396067e-10,2.4394882e-07,2.6014794e-07,5.3875095e-08,4.4514936e-06,0.00028578297,2.7106206e-15,3.0811887e-07,0.0009281454,6.2271344e-09,0.08801471,4.3950718e-07,0.026503244,6.3527254e-06,0.0010170504,1.2322192e-08,1.3930226e-09,2.9437084e-08,2.8036376e-13,1.599332e-11,8.076827e-06,6.712795e-05,1.4175819e-10,1.1535939e-05,4.567223e-13,2.4564013e-15,2.6093245e-08,1.0145635e-07,2.513144e-14,7.659338e-11,4.0927054e-07,4.69744e-09,3.2288823e-09,0.3712181,7.1288764e-06,1.2097529e-07
IK_XGILAAMKEQUXLS-UHFFFAOYSA-N,Linoleic acid metabolism,Pyrimidine metabolism,0.54099363,3.728335e-07,6.5758235e-07,3.9855036e-07,4.181052e-07,0.00024393307,5.4300945e-05,1.7834877e-08,2.1953481e-07,0.0043736207,1.6420178e-07,0.12622459,3.982284e-06,0.012545553,0.00024633898,1.2391166e-08,2.5515481e-08,2.058458e-05,5.013491e-08,4.804859e-07,3.264941e-09,1.425895e-06,0.015474388,0.0770671,6.6597175e-05,8.40841e-07,1.1443982e-09,0.004858059,0.0017399476,3.435093e-05,6.307171e-05,2.6237505e-08,2.4226729e-05,5.7376116e-08,6.518251e-05,0.0070894095,0.0061482056,0.12439145,8.012801e-05,0.0046524997,6.871349e-05,3.8283478e-08,0.54099363,0.00023480793,0.00094454177,5.5461535e-10,1.3623695e-06,3.2217686e-05,6.313483e-07,0.0016068651,0.069325216,7.873175e-05,0.00069424586,2.0238232e-07,0.00053899415,7.1453355e-06
IK_XKYICAQFSCFURC-UHFFFAOYSA-N,Fatty acid biosynthesis,"Glycine, serine and threonine metabolism",0.19627239,0.15320256,0.00052341114,0.008027544,0.17411925,0.02094973,0.0015947932,0.014848757,0.0017719915,3.510913e-05,0.0021915077,0.005531173,0.0039383955,0.0013841308,0.0010882963,0.00030838265,0.00073952036,0.022764226,0.0006576991,0.00017410265,4.401576e-05,0.00030424562,0.00039166224,0.00022842168,0.13411604,0.19627239,1.000362e-05,0.0002494305,0.002146352,0.012091206,0.004850823,0.036837585,0.08099895,0.037312992,0.0010077015,0.0001985997,0.00079219724,0.0022092196,3.464147e-05,0.0010740663,0.00015676794,0.016680961,0.00022198014,0.00033772155,4.9150356e-05,3.3345414e-06,0.007177074,0.00013980178,3.242827e-05,0.0024696824,0.006842013,0.019523187,0.004834254,0.015427347,0.00047649632,0.00060674216
IK_XWBICGCZKGTPCH-MBNYWOFBSA-N,Arachidonic acid metabolism,Sphingolipid metabolism,0.45618826,0.01589588,0.0021770736,0.076322645,0.00018493763,9.428868e-05,0.0036940395,0.03938509,0.0019703798,5.2902815e-05,0.0018823824,9.097754e-05,0.00028929455,1.1661328e-05,0.00018962116,0.0021786022,0.0073552374,0.0086215045,0.013673097,0.0019805795,0.001041151,0.004711383,0.0014778003,3.305297e-06,0.08284022,0.013051743,0.00015991156,0.00030894126,0.0001189553,0.00963874,0.00017028424,0.0065949974,0.10290345,0.019596364,0.00051017187,0.00014031767,5.2721192e-05,2.3007464e-05,0.0002349769,0.0017625873,0.00097250985,0.05577211,5.816286e-05,0.00042951683,0.0009455167,0.00037827753,0.45618826,0.0009111956,0.0030718967,0.0015541464,0.0015454977,0.00066331745,2.9488743e-05,0.0012303891,3.143944e-05,0.05482706
IK_XWYSLMAMRKYUFH-SEYXRHQNSA-N,Lysine degradation,"Glycine, serine and threonine metabolism",0.72455883,0.043308884,1.565405e-06,0.00068777235,0.0049961787,1.5516396e-05,2.4314213e-06,0.006446022,1.360824e-05,1.378972e-10,3.730324e-05,1.982883e-06,3.1834417e-05,6.45056e-08,4.4830337e-08,9.861114e-07,3.1176244e-06,0.0013952809,7.0278355e-07,1.0851814e-07,3.9830134e-08,9.554402e-07,1.02046855e-07,6.112271e-10,0.18060553,0.72455883,3.3459044e-09,1.8996738e-08,2.0367083e-06,4.7448393e-05,1.2711763e-05,0.00029349138,0.015277372,0.0057350206,9.72276e-07,1.1898972e-08,6.4387558e-09,1.1985082e-06,8.24117e-09,4.850215e-06,3.428285e-08,0.005138053,2.505514e-08,4.1894445e-08,6.801044e-09,2.0249499e-10,0.009922953,3.4738605e-08,1.3830983e-08,1.6678952e-05,4.6688187e-05,0.00016998292,3.0676028e-07,0.0012170589,9.94549e-09,4.063443e-06
IK_YBGBNHHXOJXFNM-UQCMLMITSA-N,Glycerophospholipid metabolism,Primary bile acid biosynthesis,0.14313817,0.000881905,0.003189253,0.00069014274,7.8499015e-06,1.7974122e-05,0.14216726,1.286362e-05,0.003899011,0.003467214,6.475462e-05,0.0005363848,3.1389456e-05,6.313522e-05,0.008972015,0.00026322392,0.014114437,2.9373403e-05,0.0072563523,0.021050982,0.013702608,0.020894555,0.13650593,0.00018503044,0.015175187,0.00047588907,0.007917002,0.0011365733,0.00036415062,0.045994043,0.00011498491,0.00063973904,0.009328335,0.002131382,0.00012592344,0.01260052,0.0003796904,7.037304e-05,0.02772048,0.14313817,0.00089966576,0.0008263559,0.007939621,0.0019469945,0.09167207,0.019000342,0.025217177,0.010202061,0.1263292,0.009808162,0.00061601336,0.0007378943,3.289875e-05,5.916049e-06,8.933245e-05,0.05936018
IK_YFFIQXNTTVSKJC-NZEOUKRFSA-N,Glycerophospholipid metabolism,Linoleic acid metabolism,0.5186024,0.0042883125,0.00015194442,0.0015529623,6.3747335e-05,5.669005e-05,0.030974936,0.00019097983,0.0007249589,1.3789326e-05,4.5545217e-05,6.2602165e-05,6.830027e-06,4.0658133e-06,0.009259297,2.0984984e-05,0.0057340413,0.00016435786,0.063207716,0.001124227,0.00017586882,0.000734757,0.00090185174,1.9154872e-06,0.19470033,0.0014552803,0.000257338,1.7258451e-05,1.9226827e-05,0.5186024,3.4825083e-05,0.01959952,0.005106827,0.014021666,4.8806696e-06,6.605646e-05,0.00014452847,3.4269673e-05,7.189746e-05,0.014409722,8.569323e-06,0.0037856242,9.9273115e-05,3.9222836e-05,0.00094819843,0.00013817135,0.059211887,4.563313e-05,0.0038734504,0.029450156,0.00049784256,0.005575054,5.6615492e-05,1.5421692e-05,1.946643e-06,0.008244536
IK_YLKVIMNNMLKUGJ-BQYQJAHWSA-N,Glycerophospholipid metabolism,Linoleic acid metabolism,0.1308531,0.01517154,0.002980802,0.022555009,0.003716323,0.0033491515,0.021963848,0.017602878,0.004139436,0.0010838712,0.0028269598,0.0031991003,0.00083831,0.00049258955,0.040290754,0.0012892593,0.009083707,0.031089934,0.106780924,0.0047127698,0.0013065494,0.00749715,0.005706846,0.00032684053,0.12548229,0.0146392975,0.0010705069,0.0019947216,0.0019724339,0.1308531,0.0011483083,0.030939369,0.04438418,0.023530776,0.000922455,0.0024937356,0.006095441,0.0026285842,0.0017965656,0.019988382,0.0012008339,0.02571567,0.0021566614,0.0020353058,0.006129144,0.0008074837,0.12774889,0.0018158898,0.0055924016,0.03327521,0.014045632,0.015781548,0.0040573035,0.0014069409,0.0006251788,0.0396611
IK_YSMODUONRAFBET-UHNVWZDZSA-N,Lysine degradation,"Alanine, aspartate and glutamate metabolism",0.3301354,0.3301354,3.1943608e-05,0.0005669264,0.11065546,0.08999299,4.0354556e-05,0.0004911978,1.6589423e-05,4.584444e-06,0.0009665416,0.0032329536,0.032226168,0.021175247,1.1709059e-06,3.0855223e-05,8.521536e-07,0.0013966099,2.1025274e-08,1.5596736e-07,5.130452e-08,1.9305307e-06,9.1084476e-05,0.00023690505,0.0007978476,0.011096318,2.8670824e-10,2.3422832e-05,0.002088149,4.3766915e-05,0.15402357,0.00019473,0.14241767,0.00023160194,0.0024769672,5.081248e-06,7.3020616e-05,0.0002010102,4.6287374e-09,4.3092479e-07,3.7905258e-05,0.00035478003,2.8621707e-06,0.0001039656,1.4534865e-08,1.00405344e-10,5.5443743e-06,2.6690172e-06,2.8845653e-09,1.6407092e-06,0.0007504472,0.00024047919,0.00034811348,0.092613235,0.0005596275,9.057285e-06
IK_YTBSYETUWUMLBZ-IUYQGCFVSA-N,Pentose phosphate pathway,Caffeine metabolism,0.11805858,0.035973515,0.031267744,0.09026389,0.00928368,0.0082065975,0.011628944,0.010031326,0.0046277074,0.0026673053,0.11805858,0.010424536,0.09386008,0.007313752,0.000969711,0.050308,0.0034022948,0.004214633,0.00046381887,0.0028881002,0.0011666645,0.01386174,0.0033620982,0.0012636964,0.0042048227,0.01014202,1.2006281e-05,0.0069003887,0.03663524,0.0015599508,0.017319739,0.029601254,0.11224349,0.019450909,0.046406545,0.0029732338,0.0017879944,0.00045949413,0.00010730534,0.00018517622,0.020524064,0.06783777,0.00013588465,0.023093922,9.329146e-05,3.115045e-05,0.0024429455,0.006609931,5.2855004e-05,0.00012904954,0.0013797457,0.00016158445,0.0009138524,0.042239845,0.016193792,0.012662288
IK_YVYMBNSKXOXSKW-HXUWFJFHSA-N,Ascorbate and aldarate metabolism,Glycerophospholipid metabolism,0.7890746,0.038968127,1.5716487e-05,0.00034429025,0.00011370521,1.6262965e-06,0.00011726605,0.0001106781,0.00062197534,3.3910104e-09,1.6091095e-05,2.959025e-06,2.4983449e-06,2.6566704e-08,9.813506e-07,1.03689e-05,0.0023710602,1.0912873e-05,6.209929e-05,0.00010059237,2.0090863e-05,2.4835772e-05,4.9687083e-06,2.8978968e-09,0.7890746,0.019732278,1.0809171e-05,1.5828273e-07,4.924884e-07,0.004682095,4.465894e-06,0.008864632,0.0036003026,0.081459,4.7475245e-07,1.9542476e-07,1.9406535e-08,4.8271136e-07,1.4806452e-06,0.00025786244,1.2393366e-07,0.025943942,3.7564035e-07,3.3989494e-07,2.825256e-06,1.1448088e-06,0.021284543,3.589975e-07,2.645323e-05,0.0013978066,1.7790404e-05,0.00058864756,1.06092855e-07,3.2152508e-05,1.0247985e-08,9.323017e-05
IK_ZBHYMNYETSSWIX-RMKNXTFCSA-N,Ether lipid metabolism,Linoleic acid metabolism,0.9547025,6.8194013e-06,1.2207521e-08,6.649678e-07,3.0294733e-09,2.3702038e-09,0.0077850837,2.1747641e-09,2.1527325e-07,2.5765431e-10,9.861257e-10,4.845741e-09,1.5903253e-11,2.696374e-11,0.00085598073,8.036938e-11,2.9947305e-05,2.14278e-09,0.0066104075,1.4950137e-06,1.1142945e-08,2.2683066e-07,1.550677e-06,9.7931325e-12,0.025222383,4.920516e-07,2.0303391e-08,1.6302303e-10,2.4702262e-10,0.9547025,1.4800705e-09,0.0004800229,7.260011e-06,0.00010082685,6.9228408e-12,7.5521e-09,4.9326065e-08,1.6003745e-09,3.994118e-09,0.0011700382,2.6903122e-11,6.5503473e-06,2.513109e-08,6.3331507e-10,1.0548198e-06,1.0305637e-08,0.0012421446,1.0199332e-09,2.3227649e-05,0.0016682245,1.5666257e-07,5.3475353e-05,4.004828e-09,9.9745635e-11,2.653147e-12,2.9144363e-05
IK_ZHCKPJGJQOPTLB-UHFFFAOYSA-N,Folate biosynthesis,Histidine metabolism,0.14089209,0.00086355925,0.0669619,0.027394054,0.0001432744,0.0012956292,0.016164282,0.0005090949,0.0009706226,0.011039676,0.06559522,0.014045704,0.12120813,0.008561133,0.00053871435,0.01821952,0.00025377012,0.000383631,6.690053e-05,0.0012797357,0.00051668385,0.04477651,0.0063124876,0.0006618118,0.00026532548,0.00031225797,1.4276026e-06,0.021335151,0.14089209,0.00013633698,0.0065553184,0.001295221,0.015557534,0.0012597626,0.08587548,0.018515905,0.0011858263,6.47078e-05,0.0002533123,8.106101e-05,0.08775314,0.006876858,0.00017746912,0.110319674,8.6265136e-05,8.373859e-06,0.00013566526,0.02608491,2.1097401e-05,4.2643883e-06,0.0002336779,2.1086087e-06,0.00016451355,0.0009204932,0.050343797,0.015518954
IK_ZJUKTBDSGOFHSH-WFMPWKQPSA-N,One carbon pool by folate,Retinol metabolism,0.05679197,0.016024694,0.021250153,0.009002385,0.002442068,0.0033778453,0.026452972,0.0026708012,0.028657714,0.011523306,0.0047693723,0.009991951,0.005678402,0.004344726,0.0058529493,0.00985623,0.029442027,0.0033925902,0.0069489465,0.034756158,0.03988642,0.04348825,0.045887977,0.004912346,0.027431305,0.008730392,0.0337909,0.011535907,0.008325866,0.030015383,0.0059744534,0.0069780922,0.03234141,0.015329349,0.008502392,0.017653449,0.0033341898,0.0029325539,0.041257836,0.02251315,0.01505399,0.012665105,0.016594524,0.016800612,0.05679197,0.04579648,0.03109576,0.033896122,0.04650621,0.014076362,0.008907905,0.009096865,0.0020707643,0.002161685,0.004365457,0.036863234
IK_ZKMZBAABQFUXFE-UHFFFAOYSA-O,Glycerophospholipid metabolism,Citrate cycle (TCA cycle),0.04521102,0.009992258,0.01608898,0.016788058,0.008449659,0.02326411,0.02124689,0.008316149,0.011228797,0.03424409,0.010505121,0.04521102,0.020535486,0.026550476,0.02177644,0.011736608,0.009401624,0.015711641,0.009962348,0.013202329,0.0062576486,0.020577403,0.028507337,0.028907204,0.01358944,0.007636084,0.0033451736,0.0347741,0.027118038,0.015674755,0.016429719,0.010752852,0.026450133,0.009271006,0.023128798,0.035942554,0.028452225,0.020362025,0.015018152,0.015524522,0.028648334,0.01180747,0.023688715,0.03250893,0.02065084,0.004044448,0.010436218,0.020414568,0.008436457,0.009897593,0.022438569,0.006548503,0.017100297,0.0059554777,0.02814494,0.027347311
IK_ZKRFOXLVOKTUTA-KQYNXXCUSA-N,Linoleic acid metabolism,Purine metabolism,0.8307803,0.004707705,0.018031027,0.0040805214,2.537724e-07,1.2017067e-08,0.00035012764,4.270603e-06,0.0034303318,8.5400934e-08,0.01610329,1.850067e-07,0.00013502575,1.0928108e-08,8.513742e-09,0.023882758,0.032383326,2.3151049e-08,1.10588914e-07,0.0026583816,0.008610073,0.0056180554,4.6668683e-05,1.960898e-09,0.0004316049,0.00031720195,1.5813608e-06,3.0772262e-06,3.5256421e-06,2.5132313e-06,2.9753737e-06,0.00096503296,0.008431347,0.028002894,0.00010031411,9.834412e-07,3.044939e-10,4.4867923e-10,5.5509184e-07,4.2137037e-07,0.00010604925,0.8307803,5.988612e-09,6.449805e-05,1.0113569e-06,3.7767093e-06,0.0050939457,0.00014028518,1.6196685e-05,3.26303e-07,8.6877435e-08,1.18533315e-07,9.176282e-11,9.6090356e-05,1.2268754e-07,0.005390921
IK_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,Biosynthesis of unsaturated fatty acids,Biosynthesis of unsaturated fatty acids,0.6781268,0.0004580917,1.0794763e-06,0.041626565,1.4122508e-05,4.316649e-06,4.12667e-06,0.6781268,1.4996358e-07,2.2375609e-08,0.00011656226,1.3671741e-06,9.775335e-06,2.649037e-08,2.5550848e-06,4.457016e-07,6.9430634e-08,0.23036234,0.00020887017,2.5845154e-08,1.1754173e-09,1.2809455e-06,3.2505363e-07,1.6353008e-10,0.0029648114,0.0011760624,3.9822087e-12,1.3036886e-06,4.1301937e-06,1.3637215e-05,9.1145375e-07,2.6919382e-05,0.032694798,5.1367846e-05,3.4132854e-06,9.8619765e-08,6.8772e-07,6.752501e-08,1.4790974e-09,5.135339e-07,2.3268683e-06,0.0011611659,5.261148e-09,1.3359239e-06,1.4025526e-08,9.163164e-12,0.010437599,6.133815e-08,7.4227477e-09,2.1432999e-07,6.6101886e-05,7.684299e-07,4.124264e-07,0.00013874967,5.608721e-07,0.00031308216
IK_ZRKZFNZPJKEWPC-UHFFFAOYSA-N,Linoleic acid metabolism,Drug metabolism - cytochrome P450,0.14071582,0.007355762,0.0007231154,0.013457297,0.012172307,0.03850162,0.0076855635,0.014949576,0.0003707555,0.0024227826,0.0021976545,0.030447945,0.0011525883,0.0072586997,0.14071582,0.00020022258,0.00054315646,0.10988635,0.025723787,0.00046260539,2.74758e-05,0.00078478875,0.008656476,0.007461642,0.03865112,0.0042273453,1.19903025e-05,0.0080564795,0.0049556303,0.036169842,0.0029794516,0.0072376053,0.043422595,0.002574323,0.0024649724,0.005710906,0.091705024,0.044100743,0.000498795,0.008927543,0.0014815844,0.008177529,0.009391574,0.002518686,0.0020549528,6.286949e-06,0.013368777,0.00051148504,0.00027114063,0.022631383,0.090152234,0.035354212,0.06065959,0.0014940957,0.005612861,0.011461284
